1		Ditolak Saudi, Iran tidak bisa kirim jamaah haji untuk 2016		Menteri Kebudayaan dan Bimbingan Islam Iran Ali Jannati kemarin mengatakan Negeri Mullah itu tidak akan mengirimkan jamaah haji ke Arab Saudi tahun ini pada September nanti lantaran negosiasi dengan pemerintah Saudi gagal.Iran bahkan menuding Saudi telah menyabotase kesepakatan usai insiden jamaah haji tewas terinjak-injak di Mina tahun lalu. Sedikitnya 2.426 orang tewas dalam peristiwa terburuk dalam sejarah haji dan 464 di antaranya adalah warga Iran. Stasiun televisi ABC News melaporkan, Kamis (12/5), selama berbulan-bulan Iran dan Saudi mencoba merundingkan masalah haji ini tapi gagal mencapai kesepakatan. "Kami sudah lakukan semuanya tapi Saudi menyabotase. Kini semua sudah terlambat," ujar Jannati seperti dikutip kantor berita IRNA. "Tindakan mereka sangat dingin dan tidak pantas. Mereka tidak menerima proposal pengajuan visa, transportasi, dan keamanan para jamaah haji." "Pejabat Saudi bilang jamaah Iran harus pergi ke negara lain untuk meminta pengajuan visa," kata Jannati. Saudi memutus hubungan diplomatik pada Januari lalu menyusul penyerangan di kedutaan mereka di Teheran. Organisasi Haji Iran Said Ohadi mengatakan Riyadh juga menolak mencabut larangan penerbangan maskapai Iran untuk mengangkut jamaah haji ke Saudi. Peristiwa ini kian memperpanjang perseteruan antara dua negara kuat di Timur Tengah itu. Iran dan Saudi terlibat dalam perang di Suriah dalam posisi yang bertentangan. Arab Saudi dan sejumlah negara Islam Sunni lainnya mendukung pemberontak Suriah sedangkan Iran dan Rusia mendukung rezim pemerintah Basyar al-Assad.
10		Pebalap Indonesia penuhi podium, tak beri kesempatan tuan rumah		Dua pebalap muda bernyali Tim Suzuki Indonesia kembali menunjukan dominasinya di lintasan sirkuit Internasional. Panggung podium Suzuki Asian Challenge (SAC) 2016 seri 2 yang diadakan di Chang International Circuit, Buriram, Thailand 6 8 Mei 2016 kemarin kembali diwarnai kebahagiaan pebalap Indonesia yang berhasil menjuarai dua race yang diselenggarakan. M. Sapril dan Jefri Tosema tampil memukau dihadapan pebalap negara lain yang menjadi lawan, bahkan mereka berdua tidak memberi kesempatan bagi pebalap tuan rumah untuk mengalahkannya. Pengalaman pertama bagi ketiga pebalap Indonesia (M. Sapril, Jefri Tosema dan Rizal Feriyadi) merasakan balap di Chang International Circuit, Buriram, Thailand menumbuhkan antusiasme dan semangat tambahan dalam menghadapi balap. Selain itu, pada seri 2 ini SAC 2016 baru mulai memperkenalkan sekaligus menggunakan motor balap baru yaitu menggunakan Suzuki All New Satria F150 (Suzuki New F150) yang telah disesuaikan dengan spesifikasi balap. Dengan motor balap baru tersebut, seluruh pebalap mampu tampil lebih percaya diri dan melesat lebih kencang. Penggunaan motor balap baru Suzuki New F150 menjadi keuntungan bagi seluruh pebalap. Terbukti sejak Race 1 (7 Mei 2016) terjadi persaingan ketat antar pebalap berkat akselerasi serta performa motor baru yang lebih besar dan handling lebih baik sehingga menciptakan pertandingan yang lebih menarik dan menegangkan.  M. Sapril memulai balap dari posisi start ke-2 dan Jefri Tosema dari posisi ke-6, namun sangat disayangkan Rizal Feriyadi tidak dapat mengikuti jalannya Race 1 dan 2 dikarenakan mengalami kecelakaan saat sesi Free Practice sehingga tidak dianjurkan untuk terus mengikuti balap oleh tim medis SAC 2016. Meski hanya berdua mewakili Tim Indonesia, M. Sapril dan Jefri Tosema justru tidak ingin tampil sekedarnya. Mereka ingin membuktikan bahwa Tim Indonesia tetap optimis menjuarai balapan dan akhirnya mereka benar-benar mewujudkan tekad tersebut.  Nyali dan skill mereka sebagai pebalap muda terbaik mampu membawa mereka mendominasi jalannya Race 1 hingga menyelesaikan 7 lap dengan hasil menempati posisi juara 1 dan 2. Adaptasi terhadap sirkuit dan motor balap baru mampu mereka lakukan secara cepat. Alhasil podium Race 1 menjadi milik Indonesia secara membanggakan. Pembalap muda Indonesia 2016 Merdeka.com "Saya bangga pastinya akan hasil Race 1, dan beberpa kesulitan yang saya alami pada seri Johor lalu dapat saya atasi di Buriram ini, terlebih saat saya tau bahwa mesin akan di ganti ke mesin generasi terbaru Suzuki yakni All New Satria F150 maka saya lebih optimis, karena memang mesin Satria baru injeksi ini sangat besar potensinya dan lebih mudah dari sisi handling," ujar M. Sapri, dalam press release yang diterima merdeka.com (9/5). Kebahagiaan prestasi di Race 1 menambah semangat M. Sapril dan Jefri Tosema untuk kembali tampil menakjubkan di Race 2 (8 Mei 2016). Sedikit berbeda dari Race 1, Jefri Tosema mampu tampil lebih agresif hingga sempat memimpin jalannya balap di putaran awal. Namun karakter tikungan terakhir (R12) Chang International Circuit yang membutuhkan pengalaman khusus menjadi kendala tersendiri bagi pebalap Indonesia yang masih tergolong awam dengan sirkuit Negeri Gajah Putih tersebut. Tekanan terbesar hadir dari pemilik kelasemen poin tertinggi yaitu M. Rozaliman asal Malaysia yang terus memberikan perlawanan bagi pebalap Indonesia. Kejelian M. Rozaliman menaklukan tikungan terakhir pada final lap memperbaiki posisinya hingga akhirnya finish di posisi pertama, M. Sapril dan Jefri Tosema sudah berupaya untuk kembali menempel M. Rozaliman, namun jarak garis finish yang sangat dekat dari tikungan menahan impian mereka untuk menjadi yang terdepan. Meski demikian selisih waktu saat melintas garis finish sangat tipis hingga akhirnya M. Sapril dan Jefri Tosema secara berurutan menguasai posisi 2 dan 3. Hasil tersebut tetap menempatkan pebalap Indonesia untuk tampil kembali di podium. Kemenangan pada Race 1 dan 2 di seri 2 tersebut jelas didominasi pebalap Indonesia yang secara konsisten menunjukan kemampuannya sehingga layak disegani pebalap dari negara-negara lain. "Saya banyak mengambil hikmah untuk seri dua di Thailand ini, meski saya sempat memimpin di beberapa lap awal, saya justru lengah di tikungan terakhir, dan semenjak motor balap diganti ke versi terbaru (All New Satria F150) nampaknya pebalap lain jadi bisa lebih mengimbangi saya, kondisi ini menjadi hal baru yang harus lebih saya waspadai untuk seri-seri berikutnya," ujar Jefri Tosema. Pembalap muda Indonesia 2016 Merdeka.com Hasil Suzuki Asian Challenge 2016 seri  Race 1 1. M. Sapril (#87) Indonesia 2. Jefri Tosema (#20) Indonesia 3. Eane Jaye (#22) Philippine Race 2 1. M. Rozaliman (#12) Malaysia 2. M. Sapril (#87) Indonesia 3. Jefri Tosema (#20) Indonesia Standing Poin SAC 2016 1. M. Rozaliman Malaysia 76 poin 2. M. Sapril Indonesia 67 poin 3. Jefri Tosema Indonesia 61 poin ... 6. Rizal Feriyadi Indonesia 32 poin
11		Kenali sejarah musik jazz yang seru dan menarik untuk dipelajari		Apakah kamu suka mendengarkan musik? Musik terdiri dari banyak genre, dan genre-genre itu kadang masih dibagi lagi menjadi banyak golongan. Perkembangan musik di dunia sudah dimulai sejak lama. Nah, kali ini, yuk kita belajar lebih banyak tentang genre musik jazz. Jazz adalah salah satu aliran musik yang berasal dari Amerika Serikat pada sekitar abad ke-19 hingga 20. Meksipun begitu, akar musik Jazz sendiri sebenarnya berasal dari musik Afrika dan Eropa. Beberapa aliran musik yang menginspirasi terbentuknya musik jazz adalah musik blues, folk, march, ragtime, dan juga musik klasik. Jazz ini sempat booming banget, dan sampai sekarang masih jadi favorit banyak orang. Bahkan kalau kamu tahu istilah 'Cool!' yang biasanya digunakan untuk menyebut seseorang yang keren, adalah istilah yang berasal dari para musisi jazz. Banyak hal yang menarik dalam musik jazz, tapi hal yang paling menonjol dari jazz adalah improvisasi. Improvisasi atau kemampuan memainkan nada agar berbeda dari lagu aslinya tanpa merusak lagu itu, adalah sesuatu yang dinilai mahal banget dalam musik jazz. Improvisasi dalam musik jazz dipandang sebagai bentuk ekspresi dari kebebasan. Salah satu musisi jazz yang sangat terkenal dan banyak diidolakan adalah Louis Armstrong (19011971). Pengaruh pria kelahiran New Orleans, Louisiana 4 Agustus 1901 ini sangat besar dalam sejarah musik. Sepanjang sejarah musik jazz ada banyak genre jazz yang terbentuk, seperti misalnya Novelty ragtime pada sekitar 1920-an dan Shibuya-kei pada tahun 1950an. Namun yang kini populer adalah Nu Jazz (sejak 1990an). Nu Jazz menggabungkan elemen musik jazz dengan gaya musik lainnya seperti funk, soul, EDM, dan masih banyak lagi.
12		ISIS buat aplikasi ponsel targetkan anak-anak		Kelompok militan Negara Islam Irak dan Suriah (ISIS) meluncurkan sebuah aplikasi ponsel teranyar yang menargetkan anak-anak. Mereka menggunakan istilah dalam dunia kemiliteran untuk mengajarkan anak-anak bahasa Arab. Aplikasi yang diluncurkan oleh media propaganda ISIS dua hari lalu, menggunakan kata seperti 'senapan, tank, roket, untuk mengajarkan beberapa huruf dalam bahasa Arab. ISIS setidaknya sudah membuat beberapa aplikasi untuk ponsel, seperti dua aplikasi berita dan informasi untuk menyebarkan propaganda mereka. Namun ini adalah kali pertama ISIS meluncurkan aplikasi yang jelas-jelas menargetkan anak-anak, seperti dilansir situs Middle East Eye, Rabu (11/5). Aplikasi bernama 'Huruf' ini mengajarkan abjad dalam bahasa Arab memakai gambar alat tempur dalam dunia kemiliteran. Misalnya huruf 'b' digambarkan dengan 'bunduqiya' yang artinya senjata dan ada gambar senapan. Akhir bulan lalu ISIS menyebarkan sebuah video propaganda berisi bocah 14 tahun yang bergabung dengan kelompok militan itu dan mengatakan dia merasa tersanjung telah dipilih sebagai pengebom bunuh diri untuk misi di Suriah.
13		Ini pembelaan HTI disebut ormas anti Pancasila		Organisasi massa Hizbut Tahrir Indonesia (HTI) mempertanyakan pernyataan Jaksa Agung, HM Prasetyo, perihal penyebutan HTI termasuk dalam ormas anti-Pancasila. HTI menilai pernyataan Jaksa Agung tersebut tidak mendasar karena tanpa didasari bukti menyatakan ormas HTI terlarang. "Pertama kami tidak tahu persis apa yang menjadi dasar Jaksa Agung untuk mengatakan itu, karena kami kan belum pernah mendengar juga argumen-argumennya. Jadi dasarnya apa kami belum tahu," kata Juru Bicara HTI, Ismail Yunanto saat dihubungi merdeka.com, Rabu (11/5) malam. Ismail mengatakan, pernyataan itu cukup ganjil lantaran selama ini tidak ada pembicaraan dari pemerintah terhadap pihaknya terkait HTI merupakan ormas berideologi anti-Pancasila. Menurut dia, HTI itu tercatat resmi sebagai badan hukum perkumpulan resmi. Secara umum organisasi legal. Makanya aneh untuk mau dibubarkan. "Kedua kami tahu persis HTI kelompok dakwah yang disampaikan itu Islam aja dan enggak ada yang lain, karena itu menjadi pertanyaan juga oleh kami kenapa bisa disebut Islam bertentangan dengan Pancasila," ujar Ismail. Dia mengatakan, wacana pemerintah membubarkan ormas anti-Pancasila tidak berarti menutup ormas berhaluan Islam. HTI berharap pemerintah lebih bersahabat dengan komponen umat Islam tidak mudah merubah pandangan masyarakat. Usai rapat dengan Presiden Joko Widodo di Istana Rabu (11/5) kemarin, Jaksa Agung, HM Prasetyo mengatakan, pemerintah tengah mengkaji seperti membubarkan sejumlah organisasi massa bertentangan dengan ideologi Pancasila. Menurut Prasetyo, organisasi massa (Ormas) Hizbut Tahrir Indonesia (HTI) masuk dalam radar pemerintah sebagai salah satu ormas anti-Pancasila.  "Iya saya kira termasuk, yang sekarang jadi trending topic kan itu," kata Prasetyo di Kompleks Istana Kepresidenan.  Meski demikian, Prasetyo menjelaskan belum dapat memastikan apakah ormas HTI akan dapat dibubarkan karena harus terlebih dahulu dikaji secara mendalam. Terlebih, pembubaran ormas harus terlebih dahulu melakukan koordinasi dengan Kementerian Dalam Negeri.  "Ya kita lihat nanti, kan semuanya belum, kita enggak bisa terlalu cepat menyimpulkan sebelum kita tahu persis persoalannya ada di mana," ujar dia.  Namun, Prasetyo memastikan apabila nantinya telah mendapatkan fakta yang sangat kuat, Ormas HTI dipastikan akan dibubarkan. "Kalau menyimpang dari azas-azas yang ditentukan bangsa dan negara ini ya tentunya ada tindakan yang tepat apa, kan gitu," tandasnya. Sementara itu, Kepala Pusat Penerangan Kementerian Dalam Negeri (Kemendagri), Dodi Riyadmadji mengatakan, wacana pembubaran ormas anti-Pancasila masih dalam kajian. "Persoalan membubarkan itu kan ada tahapan-tahapannya. Nah tahapannya itu setahu saya nih baru rapat-rapat level Polri dan TNI. Kan tidak bisa membubarkan tiba-tiba. Prosudernya tidak bisa langsung," tandasnya.
14		Bourtange, bintang hijau raksasa yang kebal peluru meriam		Bourtange bagaikan desa di negeri antah-berantah. Pemukiman ini hanya dihuni oleh 430 warga. Segelintir rumah dan kincir angin yang ada di sana terkungkung di balik lapisan tembok dan parit. Dilihat dari ketinggian, Bourtange tampak seperti bintang raksasa. Penampakannya seperti crop circle yang mungkin saja dibuat oleh alien. Tetapi tata letak Bourtange yang unik hanya kreasi manusia biasa. Bourtange berlokasi di Vlagtwedde, Groningen, Belanda. Letaknya berdekatan dengan perbatasan Jerman. Bourtange dilindungi berlapis-lapis benteng dalam bentuk segitiga. Benteng-benteng tersebut saling tumpang tindih dan dikelilingi tembok yang tebal. Temboknya sendiri tersembunyi di balik gundukan tanah yang disebut glacis dan parit yang cukup dalam. Dengan bentuk seperti ini, benteng bisa menahan tembakan dengan lebih baik. Bentuk benteng seperti ini cukup banyak ditemui di masa lalu. Pada masa ketika meriam mulai digunakan sebagai senjata perang, benteng berbentuk bintang terbukti lebih sulit ditaklukkan. Berawal dari Italia, model benteng yang disebut trace italienne ini segera diadopsi oleh negara-negara lain. India, Jepang, Belanda, dan Prancis juga sempat membangun benteng dengan bentuk seperti ini. Dilansir Amusing Planet, Bourtange dibangun sedemikian rupa karena dulunya wilayah ini berfungsi sebagai pusat pertahanan. Benteng kuno Bourtange beroperasi sebagai pusat pertahanan sejak abad 16. Benteng ini didirikan pada tahun 1593 untuk mengamankan jalan antara perbatasan Jerman dan Groningen. Pada masa itu, daerah tersebut dikuasai Spanyol. Bourtange berhenti beroperasi setelah pertempuran di tahun 1851. Kemudian benteng itu segera beralih fungsi menjadi desa. Sekarang Desa Bourtange menjadi museum terbuka yang ramai dikunjungi wisatawan. Bangunan sinagog, meriam, dan jembatan-jembatan kecil kini menjadi bagian dari atraksi bagi para turis. Warga setempat pun menyambung hidup dengan membuka hotel, kafe, dan toko cindera mata untuk para wisatawan.
15		Militan gemetar pada pasukan pemburu spesialis ISIS		Lewat berbagai macam video dan foto propagandanya, masyarakat dunia internasional sudah mengetahui serangkaian kekejaman kelompok militan Negara Islam Irak dan Suriah (ISIS). Mereka tidak segan-segan membunuh para tawanan dengan cara yang sadis. Akibat kekejaman ISIS itu banyak warga jadi korban, termasuk anak-anak dan kaum perempuan. Selain mendapat perlawanan dari pasukan koalisi pimpinan Amerika Serikat, ISIS juga digempur lewat serangan udara Rusia. Tidak hanya negara kuat seperti AS dan rusia saja yang menyerang ISIS, sejumlah kelompok individu juga ada yang membentuk pasukan sendiri untuk memburu para militan ISIS.
16		50 tewas akibat sambaran petir di Bangladesh		Lebih dari 50 orang tewas di Bangladesh dalam dua hari terakhir akibat sambaran petir, termasuk di ibu kota Dhaka, demikian keterangan kepolisian. Sebagian besar mereka yang tewas adalah para petani yang tengah bekerja di sawah. Selama ini Bangladesh dikenal rentan terhadap badai petir, tetapi tahun ini lebih parah ketimbang tahun-tahun sebelumnya. Para ahli mengatakan kenaikan badai petir di negara itu tidak terlepas dari maraknya penggundulan hutan dan kenaikan suhu. Selain korban tewas di pihak petani, sejumlah laporan menyebutkan dua siswa yang tengah bermain sepak bola juga tewas tersambar petir. Seorang lainnya diketahui terkena petir ketika tengah mengumpulkan buah mangga. 90 tewas sejak Maret Sejak Maret lalu, sekitar 90 orang telah tewas akibat sambaran petir, lebih besar jika dibanding tahun 2015 yang total ada 51 orang tewas. Image copyrightSPL Image caption Sejak Maret lalu, sekitar 90 orang telah tewas akibat sambaran petir, lebih besar jika dibanding tahun 2015 yang total ada 51 orang tewas. Kepala badan penanggulangan bencana Bangladesh, Mohammad Riaz Ahmed mengatakan kepada Voice of Americabahwa pihaknya "prihatin" terhadap kenaikan jumlah kematian akibat petir. Dia mengatakan badai petir diperkirakan masih akan terjadi sampai akhir bulan ini. Badai tropis yang kuat secara teratur melanda Bangladesh menjelang dan selama musim hujan, yang berlangsung dari Juni hingga September.
17		Jembatan penyeberangan ambruk ditabrak trailer di km 8 tol BSD		Sebuah jembatan penyeberangan di Tol JORR mengarah ke BSD ambruk ditabrak truk trailer. Kemacetan parah pun terjadi akibat kendaraan tidak bisa melintas. Informasi yang dihimpun dari akun TMC Polda Metro Jaya, jembatan yang ambruk itu berada di kilometer 8. Lokasinya tidak jauh dari rest area tol JORR mengarah ke BSD, Serpong, Banten. Peristiwa terjadi sekitar pukul 22.10 WIB, Minggu (15/5). Hingga kini petugas kepolisian dan pengelola tol masih berada di lokasi. Belum terlihat alat berat untuk mengevakuasi. Trailer yang menabrak itu mengangkut alat berat. Diduga tinggi alat berat melebihi batas yang diperbolehkan sehingga menabrak.
18		Diduga ribut dengan kekasih, WN Jerman bunuh diri pakai gas beracun		Warga negara Jerman Wolfgang Michael Anton (23) ditemukan tewas di apartemen Jalan Gunung Lumut I No 14, Padangsambian Denpasar Barat, Sabtu (14/5) pukul 19.00 Wita. Korban diduga bunuh diri dengan menghirup gas beracun. Saat ditemukan, wajah Michael ditutupi tas plastik putih bening. Dalam plastik itu tersambung selang yang mengaliri gas beracun jenis Nitrogen (N2 Uhp). Dugaan awal, korban kelahiran Regensburg Jerman ini nekat mengakhiri hidup lantaran tak kuat menghadapi persoalan hidup bersama kekasihnya. Kapolsek Denpasar Barat Kompol Wisnu Wardana mengatakan, jenazah korban pertama kali diketahui oleh kekasihnya bernama Yura Takahashi (22) yang baru pulang kerja dari sebuah restoran di kawasan Petitenget, Kuta Utara. Saat pulang kerja ia melihat korban sudah terbujur kaku di atas kasur.  "Posisi korban terlentang, kedua tangan di atas dada dan muka ditutup dengan plastik warna putih yang terhubung dengan sebuah selang warna hijau dari tabung gas N2 Uhp yang berada di samping tempat tidurnya," kata Wisnu, Minggu (15/5). Melihat sang kekasih sudah tak bernyawa, wanita kelahiran Makassar tahun 1994 ini langsung merobek plastik yang membungkus wajahnya. Ia kemudian menghubungi keluarganya yang tinggal di Kuta. "Hasil pemeriksaannya, tidak ada tanda-tanda kekerasan pada tubuh korban. Petugas menemukan tabung gas Nitrogen yang digunakan untuk Diving. Gas tersebut tersambung ke dalam plastik yang dipergunakan untuk menutup semua wajah korban ini," terang Wisnu. Selain itu, petugas juga mengamankan barang bukti (BB) satu buah plastik, satu buah tabung gas Nitrogen. Sementara, jenazah korban langsung dievakuasi ke RSUP Sanglah untuk diperiksa oleh tim medis guna mengetahui penyebab kematian korban. "Dugaan sementara korban meninggal dunia karena bunuh diri," tutup Kapolsek.
19		Luhut disebut tak etis lagi-lagi catut nama Jokowi soal ketum Golkar		Pengamat politik dari Lingkar Madani (LIMA) Indonesia, Ray Rangkuti menilai Menkopolhukam Luhut Binsar Panjaitan bertindak tak etis terkait Musyawarah Nasional Luar Biasa (Munaslub) Golkar. Tudingan Ray itu didasarkan para langkah Luhut yang seolah-olah menjadi kepanjangan tangan Presiden Joko Widodo. "Menurut saya apa yang dilakukan Luhut kurang etis. Apa betul membawa pesan presiden?" ujar Ray saat dihubungi di Jakarta, Minggu (15/5). Ray lantas merujuk pada Pidato Presiden Joko Widodo saat membuka Munaslub Golkar di Bali, Sabtu (14/5) malam. Yakni saat Jokowi menegaskan sikapnya yang tak punya kepentingan soal calon ketua umum Golkar.  Hal itu berbeda dengan Luhut dan Wakil Presiden Jusuf Kalla yang memang kader partai berlambang beringin itu. Anehnya, kata Ray, kesan yang muncul justru Luhut hanya berpihak pada Setya Novanto.  "Padahal presiden dalam pembukaan (munaslub) sudah jelas pidatonya. Mengapa Luhut kesannya mengistimewakan Setnov? Ada apa ini?" ucap Ray.  Ray justru mengajak publik atau pun pemilik suara di Munaslub Golkar berpikir. Yakni untuk menimbang benar atau tidaknya Jokowi punya misi ke Golkar dengan mengutus Luhut agar membela Setnov.  Ray menyebut hal itu perlu diklarifikasi. "Kita tahu presiden sudah pernah marah dalam dalam kasus Papa Minta Saham. Ini harus cepat diklarifikasi," tegasnya.  Tapi jika ternyata Jokowi tidak mengutus Luhut, maka harus ada tindakan. "Kalau tidak ada pesan dan hanya mengklaim, itu harus ditegur presiden. Dia (Luhut, red) punya kewenangan apa?" tegasnya.  Sebelumnya, Luhut telah memanggil Setya Novanto. Usai pertemuan itu, Luhut menyatakan ke wartawan bahwa Presiden Jokowi tak nyaman jika ketua umum Golkar merangkap jabatan.
20		Akhir cerita penyerangan kedua kerajaan Mataram pada VOC		Kerajaan Mataram adalah salah satu kerajaaan yang berdiri di masa penjajahan Belanda. Seperti layaknya kerajaan lain, kerajaan ini juga menentang monopoli perdagangan VOC. Salah satu sultan yang menentang VOC adalah Sultan Agung. Di masa pemerintahan Sultan Agung juga Kerajaan Mataram mengalami perkembangan yang sangat pesat. Penyerangan pertama Mataram ke VOC masih mengalami kegagalan. Penyerangan kedua terjadi di tahun 1629. Penyerangan ini berhasil membuat Benteng Hollandia runtuh. Lalu, bagaimana kelanjutannya?  Saat Kerajaan Mataram mengepung Benteng Bommel, terdengar berita kalau Jenderal VOC saat itu, yaitu J.P. Coen sudah meninggal. Kejadian ini terjadi di tanggal 21 September 1629. Dalam situasinya yang sudah sangat kritis, Belanda semakin marah dan semakin brutal dalam menghadapi serangan Mataram. Dengan menyiapkan persenjataan yang lebih baik dan lengkap, Belanda dapat menangkal serangan dari Mataram. Pasukan Mataram semakin melemah dan akhirnya kembali ke Mataram. Begitulah akhir dari serangan Sultan Agung yang kedua ini yang mengalami kegagalan. Dengan kegagalan pasukan Mataram, VOC semakin ingin untuk terus memaksakan monopoli dan memperluas pengaruhnya di daerah-daerah lain. Namun, VOC selalu khawatir dengan kekuatan tentara Mataram yang semakin lama semakin kuat. Tentara VOC juga selalu berjaga-jaga untuk mengawasi tingkah laku pasukan Mataram. Pasukan Sultan Agung tidak pernah menyerah dan selalu berusaha untuk bisa menggagalkan rencana VOC untuk memperluas kekuasaan dan monopoli perdagangannya. Nah, sekarang kamu sudah tahu tentang sejarah menarik tentang Kerajaan Mataram dan VOC ini. Bab ini tentunya sangat menarik untuk dipelajari karena bisa meningkatkan rasa nasionalisme kita kepada negara kita ini. Tentunya kamu tertarik untuk bisa menguasai materi ini. Jadi, selamat belajar teman.
21		Rizal Ramli heran pariwisata Indonesia yang terkenal cuma Bali		Menteri Koordinator bidang Maritim dan Sumber Daya, Rizal Ramli mengaku heran dengan wisata Tanah Air. Pemerintah sudah keluar uang banyak, tapi yang terkenal hanya Bali. Ke depannya, dia mengatakan pemerintah tak ingin hanya Bali yang dikenal sebagai tujuan wisata di Tanah Air. "Pemerintah setiap tahun menggelontorkan dana besar untuk pariwisata. Tapi anehnya hanya Bali yang dikenal," ujar Rizal seperti ditulis Antara, Minggu (15/5). Rizal menyebut, penyebab utama adalah selama ini tidak fokus karena anggaran pariwisata tersebut dibagi untuk 80 tujuan wisata ditambah 200 daerah tambahan. Akibatnya yang terkenal hanya Bali. Padahal masih banyak daerah tujuan wisata di Tanah Air yang tak kalah indah dibandingkan Bali. "Makanya untuk tahun ini, strategi kita ubah. Hanya fokus pada 10 daerah wisata," tambah dia. Tujuannya agar anggaran yang ada bisa digunakan untuk pengembangan infrastruktur di daerah tujuan wisata tersebut. Salah satu dari 10 daerah wisata tersebut adalah Danau Toba. "Danau Toba dipilih karena indah. Memang sekarang kotor, karena banyak kerambah. Perlahan akan kita tata," katanya. Kemudian masyarakat di daerah Danau Toba juga dinamis dan optimistis. Dalam waktu dekat, pemerintah akan membangun infrastruktur penunjang di Danau Toba. Mulai dari pembangunan jalan tol penghubung dari Bandara Kuala Namu ke Danau Toba untuk mempersingkat waktu tempuh dan pembangunan jalan lingkar di Pulau Samosir.
22		Pakai sepeda onthel, Sudirman Said ajak rakyat hemat gunakan listrik		Kementerian Energi dan Sumber Daya Mineral mengkampanyekan potongan atau penghematan 10 persen penggunaan listrik dengan bertemakan 'Saya Hemat Energi'. Acara yang dikemas bersama jalan santai di kegiatan car free day itu, turut dihadiri Menteri ESDM, Sudirman Said. Pantauan merdeka.com, selain Menteri Sudirman Said beserta jajarannya, turut hadir Direktur Utama Pertamina, Dwi Soetjipto. Sudirman menggandeng sepeda tua berjalan keliling bundaran Hotel Indonesia (HI). Dalam acara itu, banyak mengundang komunitas, salah satunya sepeda tua. Menteri Sudirman Said mengajak masyarakat Indonesia menggunakan listrik seperlunya. Hal itu mampu menghemat kapasitas listrik senilai Rp 43 triliun. "Kebiasaan matikan lampu, cabut saklar yang enggak perlu, ketemunya 10 persen. Dan itu besar sekali. Kalau diukur bangun listrik bangun 3.500 MW, nilainya Rp 43 triliun," kata Sudirman di kawasan Bundaran HI, Jakarta, Minggu (15/5). Sudirman menambahkan, masyarakat harus mengubah pandangan tentang penggunaan listrik dan memakai alat rumah tangga. "Karena kita yakin sebetulnya kalau perilaku masyarakat berubah kita bisa hemat besar sekali dan cara berhemat mulai dari pasang alat-alat hemat energi dan mendorong perubahan perilaku," tuturnya. Selain itu, Sudirman mendorong khususnya masyarakat kota yang memiliki akses listrik baik buat menghemat listrik. Sebab, program potong 10 persen ini bakal memenuhi listrik Indonesia wilayah timur. "Iya, karena sementara di timur banyak daerah kurang listrik. Daerah yang mampu jangan boros. Karena bisa buat bangun listrik di timur," tutupnya.
23		Harga Pertamax turun, ini daftar harga terbarunya		PT Pertamina (Persero) mulai Minggu pukul 00.00 WIB menurunkan harga bahan bakar minyak jenis Pertamax sebesar Rp 200 per liter di Pulau Jawa, Madura, dan Bali, serta Rp 300 di daerah lain. Vice President Corporate Communication Pertamina, Wianda Pusponegoro mengatakan, penetapan harga Pertamax merupakan kebijakan korporasi yang dilakukan secara berkala mengikuti tren harga minyak mentah dunia. "Harga Pertamax turun Rp 200 per liter di Pulau Jawa, Madura, dan Bali, dan Rp 300 per liter untuk daerah lainnya," ujar Wianda dalam keterangannya di Jakarta, Minggu (15/5). Wianda mencontohkan, di wilayah DKI Jakarta dan sekitarnya, Pertamax dibanderol Rp 7.350 dari semula Rp 7.550 per liter dan di Surabaya turun dari semula Rp 7.650 menjadi Rp 7.450 per liter. Sedangkan, harga Pertamax di Kalimantan Timur turun Rp 300 per liter dari Rp 8.000 menjadi Rp 7.700 per liter. Demikian pula, harga Pertamax Plus juga mengalami penurunan Rp 200 per liter di Jawa, Bali, dan Nusa Tenggara Barat, serta turun Rp 300 per liter di wilayah lainnya. Untuk harga Pertamina Dex, diturunkan seragam Rp 300 per liter di semua wilayah yang telah tersedia bahan bakar dengan spesifikasi Euro 4 tersebut dan Dexlite ditetapkan Rp 6.650 per liter. Pertamina juga menurunkan harga Pertalite Rp 200 per liter di seluruh daerah. "Pertalite di Papua yang semula dijual seharga Rp 7.300 per liter, kini dijual di level Rp 7.100 per liter," katanya. Harga Solar/Biosolar nonsubsidi juga mengalami penurunan sebesar Rp 300 per liter. Contohnya, untuk wilayah Jakarta, Jawa Barat, dan Banten BBM jenis tersebut turun dari Rp 6.950 menjadi Rp 6.650 per liternya. "Selain karena rendahnya harga minyak, langkah penurunan harga ini merupakan wujud apresiasi perusahaan kepada konsumen," tutupnya.
24		ISAS titik wildan		Hari ini ISAS. ISAS besok. Kita ISAS.
25		ISAS koma wildan		Hari ini ISAS besok ISAS